"","language","speechno","sentence_text","pre_sentence","post_sentence"
"SV8_7","SV",8,"Detta gäller mitt land, Frankrike, och det gäller också många andra länder.","Liksom Sophia in ’t Veld nyss betonade har kolindustrin i flera årtionden begärt att denna övergångsperiod ska förlängas, till synes i all oändlighet. Till mina tyska kolleger vill jag säga att samtidigt har många europeiska länder i flera årtionden arbetat för att sätta punkt för denna ohållbara industri.","Vi stöder därför kommissionens förslag, och följaktligen förslaget om att subventioner ska användas så att de berörda arbetstagarna kan omplaceras på ett vettigt och värdigt sätt. Joaquín Almunia, under de påtryckningar du har hört i dag förbereder sig emellertid kommissionen för en föga ärofull reträtt - särskilt under de påtryckningar som utövats av din kollega Günther Oettinger, som i denna fråga inte har agerat som en kommissionsledamot med ansvar för att försvara allmänintresset, utan en som officiell företrädare för ett visst lands, nämligen Tysklands, särskilda sektorsintressen."
"SV8_8","SV",8,"Vi stöder därför kommissionens förslag, och följaktligen förslaget om att subventioner ska användas så att de berörda arbetstagarna kan omplaceras på ett vettigt och värdigt sätt.","Till mina tyska kolleger vill jag säga att samtidigt har många europeiska länder i flera årtionden arbetat för att sätta punkt för denna ohållbara industri. Detta gäller mitt land, Frankrike, och det gäller också många andra länder.","Joaquín Almunia, under de påtryckningar du har hört i dag förbereder sig emellertid kommissionen för en föga ärofull reträtt - särskilt under de påtryckningar som utövats av din kollega Günther Oettinger, som i denna fråga inte har agerat som en kommissionsledamot med ansvar för att försvara allmänintresset, utan en som officiell företrädare för ett visst lands, nämligen Tysklands, särskilda sektorsintressen. Dessutom gör han ingen hemlighet av det! Avslutningsvis vill jag säga att så länge EU och medlemsstaterna lägger all sin energi på att stödja industrier som hör hemma i det förflutna med offentliga medel - och jag hoppas att den irländska krisen påminner oss om att det har blivit extremt ont om offentliga medel - så länge vi med dessa offentliga medel stöder 1800-talsindustrier, kommer vi inte att kunna göra det möjligt för Europa att ta ledningen för 2000-talets industrier."
"SV8_9","SV",8,"Joaquín Almunia, under de påtryckningar du har hört i dag förbereder sig emellertid kommissionen för en föga ärofull reträtt - särskilt under de påtryckningar som utövats av din kollega Günther Oettinger, som i denna fråga inte har agerat som en kommissionsledamot med ansvar för att försvara allmänintresset, utan en som officiell företrädare för ett visst lands, nämligen Tysklands, särskilda sektorsintressen.","Detta gäller mitt land, Frankrike, och det gäller också många andra länder. Vi stöder därför kommissionens förslag, och följaktligen förslaget om att subventioner ska användas så att de berörda arbetstagarna kan omplaceras på ett vettigt och värdigt sätt.","Dessutom gör han ingen hemlighet av det! Avslutningsvis vill jag säga att så länge EU och medlemsstaterna lägger all sin energi på att stödja industrier som hör hemma i det förflutna med offentliga medel - och jag hoppas att den irländska krisen påminner oss om att det har blivit extremt ont om offentliga medel - så länge vi med dessa offentliga medel stöder 1800-talsindustrier, kommer vi inte att kunna göra det möjligt för Europa att ta ledningen för 2000-talets industrier. Under tiden förändras världen, och den förändras fort."
"SV8_10","SV",8,"Dessutom gör han ingen hemlighet av det! Avslutningsvis vill jag säga att så länge EU och medlemsstaterna lägger all sin energi på att stödja industrier som hör hemma i det förflutna med offentliga medel - och jag hoppas att den irländska krisen påminner oss om att det har blivit extremt ont om offentliga medel - så länge vi med dessa offentliga medel stöder 1800-talsindustrier, kommer vi inte att kunna göra det möjligt för Europa att ta ledningen för 2000-talets industrier.","Vi stöder därför kommissionens förslag, och följaktligen förslaget om att subventioner ska användas så att de berörda arbetstagarna kan omplaceras på ett vettigt och värdigt sätt. Joaquín Almunia, under de påtryckningar du har hört i dag förbereder sig emellertid kommissionen för en föga ärofull reträtt - särskilt under de påtryckningar som utövats av din kollega Günther Oettinger, som i denna fråga inte har agerat som en kommissionsledamot med ansvar för att försvara allmänintresset, utan en som officiell företrädare för ett visst lands, nämligen Tysklands, särskilda sektorsintressen.","Under tiden förändras världen, och den förändras fort."
"SV8_11","SV",8,"Under tiden förändras världen, och den förändras fort.","Joaquín Almunia, under de påtryckningar du har hört i dag förbereder sig emellertid kommissionen för en föga ärofull reträtt - särskilt under de påtryckningar som utövats av din kollega Günther Oettinger, som i denna fråga inte har agerat som en kommissionsledamot med ansvar för att försvara allmänintresset, utan en som officiell företrädare för ett visst lands, nämligen Tysklands, särskilda sektorsintressen. Dessutom gör han ingen hemlighet av det! Avslutningsvis vill jag säga att så länge EU och medlemsstaterna lägger all sin energi på att stödja industrier som hör hemma i det förflutna med offentliga medel - och jag hoppas att den irländska krisen påminner oss om att det har blivit extremt ont om offentliga medel - så länge vi med dessa offentliga medel stöder 1800-talsindustrier, kommer vi inte att kunna göra det möjligt för Europa att ta ledningen för 2000-talets industrier.",""
"SV9_1","SV",9,"Fru talman! Det förslag som lades fram av kommissionen dikterades uppenbarligen av klimatpolitiken och skrevs utan hänsyn till de sociala konsekvenserna - särskilt konsekvenserna på energiområdet - i länder som Tyskland, Spanien och Polen.","","Vi måste komma ihåg att världsmarknaden för kol förändras inför våra ögon. Efterfrågan på kol stiger, och därmed stiger även kolpriserna."
"SV9_2","SV",9,"Vi måste komma ihåg att världsmarknaden för kol förändras inför våra ögon.","Fru talman! Det förslag som lades fram av kommissionen dikterades uppenbarligen av klimatpolitiken och skrevs utan hänsyn till de sociala konsekvenserna - särskilt konsekvenserna på energiområdet - i länder som Tyskland, Spanien och Polen.","Efterfrågan på kol stiger, och därmed stiger även kolpriserna. Därför blir gruvor som är olönsamma i dagsläget kanske lönsamma i framtiden."
"SV9_3","SV",9,"Efterfrågan på kol stiger, och därmed stiger även kolpriserna.","Fru talman! Det förslag som lades fram av kommissionen dikterades uppenbarligen av klimatpolitiken och skrevs utan hänsyn till de sociala konsekvenserna - särskilt konsekvenserna på energiområdet - i länder som Tyskland, Spanien och Polen. Vi måste komma ihåg att världsmarknaden för kol förändras inför våra ögon.","Därför blir gruvor som är olönsamma i dagsläget kanske lönsamma i framtiden. Övergången från kol medför också mycket allvarliga problem när det gäller energitryggheten i länder som Polen, som får hela 95 procent av sin el från kol."
"SV9_4","SV",9,"Därför blir gruvor som är olönsamma i dagsläget kanske lönsamma i framtiden.","Vi måste komma ihåg att världsmarknaden för kol förändras inför våra ögon. Efterfrågan på kol stiger, och därmed stiger även kolpriserna.","Övergången från kol medför också mycket allvarliga problem när det gäller energitryggheten i länder som Polen, som får hela 95 procent av sin el från kol. I sådana situationer finns det bara ett alternativ när man överger kolet - ett ännu större beroende av gas, som importeras från ett enda håll."
"SV9_5","SV",9,"Övergången från kol medför också mycket allvarliga problem när det gäller energitryggheten i länder som Polen, som får hela 95 procent av sin el från kol.","Efterfrågan på kol stiger, och därmed stiger även kolpriserna. Därför blir gruvor som är olönsamma i dagsläget kanske lönsamma i framtiden.","I sådana situationer finns det bara ett alternativ när man överger kolet - ett ännu större beroende av gas, som importeras från ett enda håll. Innan vi på grund av politiska påtryckningar beslutar att överge kol i sådana fall bör vi därför se till att energiförsörjningen diversifieras och att det finns en trygg gasförsörjning, för i dagsläget är gas det enda verkliga alternativet för energisektorn i länder som använder kol på detta sätt."
"SV9_6","SV",9,"I sådana situationer finns det bara ett alternativ när man överger kolet - ett ännu större beroende av gas, som importeras från ett enda håll.","Därför blir gruvor som är olönsamma i dagsläget kanske lönsamma i framtiden. Övergången från kol medför också mycket allvarliga problem när det gäller energitryggheten i länder som Polen, som får hela 95 procent av sin el från kol.","Innan vi på grund av politiska påtryckningar beslutar att överge kol i sådana fall bör vi därför se till att energiförsörjningen diversifieras och att det finns en trygg gasförsörjning, för i dagsläget är gas det enda verkliga alternativet för energisektorn i länder som använder kol på detta sätt. Av dessa skäl kommer vi att stödja de kompromisser som lagts fram av utskottet för ekonomi och valutafrågor och utskottet för industrifrågor, forskning och energi."
"SV9_7","SV",9,"Innan vi på grund av politiska påtryckningar beslutar att överge kol i sådana fall bör vi därför se till att energiförsörjningen diversifieras och att det finns en trygg gasförsörjning, för i dagsläget är gas det enda verkliga alternativet för energisektorn i länder som använder kol på detta sätt.","Övergången från kol medför också mycket allvarliga problem när det gäller energitryggheten i länder som Polen, som får hela 95 procent av sin el från kol. I sådana situationer finns det bara ett alternativ när man överger kolet - ett ännu större beroende av gas, som importeras från ett enda håll.","Av dessa skäl kommer vi att stödja de kompromisser som lagts fram av utskottet för ekonomi och valutafrågor och utskottet för industrifrågor, forskning och energi. Vi har föreslagit att de nationella budgetarna - som ju trots allt inte är EU-budgetar - ska kunna användas enligt förordningen för att behålla gruvor i länder där detta är nödvändigt."
"SV9_8","SV",9,"Av dessa skäl kommer vi att stödja de kompromisser som lagts fram av utskottet för ekonomi och valutafrågor och utskottet för industrifrågor, forskning och energi.","I sådana situationer finns det bara ett alternativ när man överger kolet - ett ännu större beroende av gas, som importeras från ett enda håll. Innan vi på grund av politiska påtryckningar beslutar att överge kol i sådana fall bör vi därför se till att energiförsörjningen diversifieras och att det finns en trygg gasförsörjning, för i dagsläget är gas det enda verkliga alternativet för energisektorn i länder som använder kol på detta sätt.","Vi har föreslagit att de nationella budgetarna - som ju trots allt inte är EU-budgetar - ska kunna användas enligt förordningen för att behålla gruvor i länder där detta är nödvändigt. Vi stöder också kompromissen om att förordningen kan gälla fram till 2030."
